"Source","Source_Year","Study","Control_ID","Study_Year_Initial","Study_Year_Final","Duration_Years","Collection_Periods","Continent","Country","Site_Name","Latitude","Longitude","Location_Uncertainty","Phylum","Class","Order","Family","Genus","Species","Binomial","Feeding_Guild","Aggregated_Study","Soil_Fauna","Soil_Depth","Pest","Nitrogen_Deposited","Nitrogen_Added","N_Added_Deposited","Fertilizer_Type","Plot_Size","Treatment_Mean","Treatment_N","Treatment_SD","Treatment_SE","Control_Mean","Control_N","Control_SD","Control_SE","SD_Estimated","Sampling_Method","Unit_Measurement","Treatment_ScalingConstant","Control_ScalingConstant","Biome","Vegetation_Type","Land_Use_Described","MAT","MAP","pH","P","K","Checked","Finished","Reviewer","Study_Quality_1","Study_Quality_2","Study_Quality_3","Study_Quality_Total","Data_Retrieved_From","Notes","ControlYN","Control_MeanCorrected","Treatment_MeanCorrected","Control_SDCorrected","Treatment_SDCorrected","Ratio","logRR_uncorrected","logRR","VAR_uncorrected","VAR"
"Booher_et_al_2012",2012,252,"252a",1995,2010,16,1,"North_America","USA","Oklahoma Panhandle Research and Extension Center near Goodwell",36.59188991,-101.6142512,100,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Unknown","NO","YES","0-5","NO",NA,150,"Added","beef manure",41.76,74,2,27,0.05,37,2,8,0.18,"FromSource","Berlese-Tulgren funnel","Individuals/plot",NA,NA,NA,"Maize field","Experimental maize field",NA,NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Nessel_et_al_2021 database (from authors)","","Treatment",37,74,8,27,2,0.693147180559945,0.714741409924445,0.0899379108838568,0.0924264285792416
"Booher_et_al_2012",2012,252,"252a",1995,2010,16,1,"North_America","USA","Oklahoma Panhandle Research and Extension Center near Goodwell",36.59188991,-101.6142512,100,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Unknown","NO","YES","0-5","NO",NA,450,"Added","beef manure",41.76,108,2,13,0.11,37,2,8,0.18,"FromSource","Berlese-Tulgren funnel","Individuals/plot",NA,NA,NA,"Maize field","Experimental maize field",NA,NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Nessel_et_al_2021 database (from authors)","","Treatment",37,108,8,13,2.91891891891892,1.07121331448,1.06314820795706,0.0306192391089788,0.0309186695031084
"Booher_et_al_2012",2012,252,"252b",1995,2010,16,1,"North_America","USA","Oklahoma Panhandle Research and Extension Center near Goodwell",36.59188991,-101.6142512,100,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Unknown","NO","YES","0-5","NO",NA,150,"Added","swine effluent",41.76,52,2,7,0.2,62.5,2,14.5,0.1,"FromSource","Berlese-Tulgren funnel","Individuals/plot",NA,NA,NA,"Maize field","Experimental maize field",NA,NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Nessel_et_al_2021 database (from authors)","","Treatment",62.5,52,14.5,7,0.832,-0.183922838160928,-0.192848512717142,0.035972650887574,0.0363758264568272
"Booher_et_al_2012",2012,252,"252b",1995,2010,16,1,"North_America","USA","Oklahoma Panhandle Research and Extension Center near Goodwell",36.59188991,-101.6142512,100,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Unknown","NO","YES","0-5","NO",NA,450,"Added","swine effluent",41.76,24,2,15,0.09,62.5,2,14.5,0.1,"FromSource","Berlese-Tulgren funnel","Individuals/plot",NA,NA,NA,"Maize field","Experimental maize field",NA,NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Nessel_et_al_2021 database (from authors)","","Treatment",62.5,24,14.5,15,0.384,-0.95711272639441,-0.87291247639441,0.2222245,0.241660114200125
"Booher_et_al_2012",2012,252,"252c",1995,2010,16,1,"North_America","USA","Oklahoma Panhandle Research and Extension Center near Goodwell",36.59188991,-101.6142512,100,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Unknown","NO","YES","0-5","NO",NA,150,"Added","NH3",41.76,47,2,17,0.08,43.5,2,23.5,0.06,"FromSource","Berlese-Tulgren funnel","Individuals/plot",NA,NA,NA,"Maize field","Experimental maize field",NA,NA,NA,NA,NA,"Y","Y","Kathi",0,1,1,2,"Nessel_et_al_2021 database (from authors)","","Treatment",43.5,47,23.5,17,1.08045977011494,0.0773866636154202,0.0371316887264838,0.211338378931336,0.224124819536976
"Callaham_et_al_2003",2003,253,"253c",1986,1999,14,1,"North_America","USA","Konza Prairie Biological Station (KPBS) in the Flint Hills of eastern Kansas",39.083333,-96.583333,3500,"Arthropoda","Insecta","Hemiptera","Cicadidae","Cicadetta",NA,NA,"Herbivore","NO","YES","0-25","NO",NA,100,"Added","NH4NO3",6.25,20.94,32,44.12,7.8,10.47,32,31.45,5.56,"FromSE","Visual collecting","Individuals/m2",NA,NA,NA,"Native tallgrass prairie","Long-Term Ecological Research site",NA,"835",NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 6","","Treatment",10.47,20.94,31.45,44.12,2,0.693147180559945,0.621528353196733,0.420695922264823,0.470071443450268
"Callaham_et_al_2003",2003,253,"253d",1986,1994,9,1,"North_America","USA","Konza Prairie Biological Station (KPBS) in the Flint Hills of eastern Kansas",39.083333,-96.583333,3500,"Arthropoda","Insecta","Coleoptera","Scarabaeidae",NA,NA,NA,"Herbivore","NO","YES","0-40","NO",NA,100,"Added","NH4NO3",10,7.22,32,14.99,2.65,3.13,32,5.32,0.94,"FromSE","Visual collecting","Individuals/m2",NA,NA,NA,"Native tallgrass prairie","Long-Term Ecological Research site",NA,"835",NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 7","","Treatment",3.13,7.22,5.32,14.99,2.30670926517572,0.835821948352673,0.858034421477368,0.224982061255157,0.238129687189127
"Blue_et_al_2011",2011,254,"254a",2004,2009,6,1,"North_America","USA","Oak Ridge National Environmental Research Park ner Oak Ridge, Tennessee",35.96666667,-84.28333333,0,"Arthropoda","Insecta",NA,NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,200,"Added","NH2CONH2",9,22.83,6,3.97,1.62,17.6,6,2.52,1.03,"FromSource","sweep-netting, vacuum sampling, and visual scanning","individuals/plot",NA,NA,NA,"Agricultural field with dominant species Solidago altissima, Verbesina occidentalis and V. virginica","Long-term old-field community with agricultural practices and annually mowed",NA,"1322",NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Nessel_et_al_2021 database (from authors)","","Treatment",17.6,22.83,2.52,3.97,1.29715909090909,0.260176558497598,0.260988065987054,0.00845669266486249,0.00847523012197492
"Braswell_et_al_2019",2019,255,"255a",2016,2017,2,14,"North_America","USA","Upper Coastal Plain Research Station in Rocky Mound, North Carolina ",35.894297,-77.681164,0,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Helicoverpa","zea","Helicoverpa_zea","Herbivore","NO","NO",NA,"NO",NA,76,"Added","NH2CONH2",146.4,18.5,4,6.26,0.32,18.5,4,3.28,0.61,"FromSource","nondestructive examinations of plants","individuals/plot",NA,NA,NA,"Phytogen cotton","Experimental field with cotton and treated with standard agronomic practices for weed control and early season insect management",NA,NA,NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Nessel_et_al_2021 database (from authors)","2 cm of water was added after nitrogen application using standard drip irrigation system. In 2016 no irrigation due to regular rainfall","Treatment",18.5,18.5,3.28,6.26,1,0,0.0103831994156318,0.0364835646457268,0.0369241380981463
"Braswell_et_al_2019",2019,255,"255b",2016,2017,2,14,"North_America","USA","Upper Coastal Plain Research Station in Rocky Mound, North Carolina ",35.894297,-77.681164,0,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Helicoverpa","zea","Helicoverpa_zea","Herbivore","NO","NO",NA,"NO",NA,152,"Added","NH2CONH2",146.4,17.75,4,5.07,0.39,18.5,4,3.28,0.61,"FromSource","nondestructive examinations of plants","individuals/plot",NA,NA,NA,"Phytogen cotton","Experimental field with cotton and treated with standard agronomic practices for weed control and early season insect management",NA,NA,NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Nessel_et_al_2021 database (from authors)","2 cm of water was added after nitrogen application using standard drip irrigation system. In 2016 no irrigation due to regular rainfall","Treatment",18.5,17.75,3.28,5.07,0.959459459459459,-0.0413852161628544,-0.0351161739525146,0.0282552502351427,0.0284941409168403
"Cole_et_al_2005",2005,257,"257a",1999,2000,2,4,"Europe","UK","N E.R.C. Soiil Biodiversity Programme site_Sourhope_Cheviot_Hills_Scotland",55.475,-2.2333,3000,"Arthropoda","Arachnida",NA,NA,NA,NA,NA,"Unknown","YES","YES","0-5","NO",NA,120,"Added","NH4NO3",240,64941.18,5,9620.73,4302.52,54319.33,5,7816.84,3495.8,"FromSE","Berlese-Tulgren funnel","individuals/m2",NA,NA,NA,"Semi-improved upland grassland","Grassland cut 5 times a year in the growing season",NA,"1117",NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 2","density as measure of abundance","Treatment",54319.33,64941.18,7816.84,9620.73,1.19554456949303,0.178601788269446,0.178725617177272,0.0085311530661429,0.00854936354290081
"Cole_et_al_2005",2005,257,"257b",1999,2000,2,4,"Europe","UK","N E.R.C. Soiil Biodiversity Programme site_Sourhope_Cheviot_Hills_Scotland",55.475,-2.2333,3000,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","YES","YES","0-5","NO",NA,120,"Added","NH4NO3",240,47731.09,5,7816.84,3495.8,44638.66,5,6914.9,3092.44,"FromSE","Berlese-Tulgren funnel","individuals/m2",NA,NA,NA,"Semi-improved upland grassland","Grassland cut 5 times a year in the growing season",NA,"1117",NA,NA,NA,"Y","Y","Kathi",1,1,1,3,"Figure 2","density as measure of abundance","Treatment",44638.66,47731.09,6914.9,7816.84,1.06927694514127,0.0669826678459664,0.0672650149404444,0.0101633297095227,0.0101892327471006
"Davidson_et_al_2004",2004,258,"258a",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Arachnida","Araneae",NA,NA,NA,NA,"Predator","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,63,3,38.11,22,30,3,8.66,5,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",30,63,8.66,38.11,2.1,0.741937344729377,0.789037433080767,0.149752472999076,0.15757734211412
"Davidson_et_al_2004",2004,258,"258b",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Blattodea",NA,NA,NA,NA,"Detritivore","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,36,3,20.78,12,13,3,15.59,9,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",13,36,15.59,20.78,2.76923076923077,1.01856958099457,0.834408090320796,0.590446643898994,0.711518908369078
"Davidson_et_al_2004",2004,258,"258c",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,185,3,128.17,74,188,3,161.08,93,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",188,185,161.08,128.17,0.984042553191489,-0.0160861377516244,-0.0584418051392719,0.404702547826184,0.447442588440288
"Davidson_et_al_2004",2004,258,"258d",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Coleoptera",NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,191,3,38.11,22,135,3,102.19,59,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",135,191,102.19,38.11,1.41481481481481,0.3469986496082,0.258135118451588,0.204268222551888,0.222596326407637
"Davidson_et_al_2004",2004,258,"258e",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Dermaptera",NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,3.7,3,1.56,0.9,1.3,3,0.52,0.3,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",1.3,3.7,0.52,1.56,2.84615384615385,1.04596855518269,1.04892935381916,0.112588263939615,0.115766059562415
"Davidson_et_al_2004",2004,258,"258f",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Diptera",NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,25,3,5.2,3,28,3,19.05,11,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",28,25,19.05,5.2,0.892857142857143,-0.113328685307003,-0.183265658946459,0.168716613945578,0.18072411818274
"Davidson_et_al_2004",2004,258,"258g",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,1.7,3,1.56,0.9,0.7,3,1.21,0.7,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",0.7,1.7,1.21,1.56,2.42857142857143,0.887303195000903,0.529656018483237,1.27667843608031,1.81206689623949
"Davidson_et_al_2004",2004,258,"258h",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Hymenoptera",NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,0.3,3,0.52,0.3,0.3,3,0.35,0.2,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","Hymenoptera excluding all ants; pH was measured at 2.5 cm depth","Treatment",0.3,0.3,0.35,0.52,1,0,0.273888888888889,1.45518518518519,2.05959128943759
"Davidson_et_al_2004",2004,258,"258i",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,1.7,3,1.56,0.9,0.3,3,0.52,0.3,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",0.3,1.7,0.52,1.56,5.66666666666667,1.73460105538811,1.37420633540861,1.28217352300397,1.82305011296618
"Davidson_et_al_2004",2004,258,"258k",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Orthoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,12,3,6.93,4,9,3,3.46,2,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",9,12,3.46,6.93,1.33333333333333,0.287682072451781,0.318633525641081,0.160434593621399,0.167827400783544
"Davidson_et_al_2004",2004,258,"258n",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda",NA,NA,NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,6.3,3,5.72,3.3,5.3,3,4.85,2.8,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","not to order identified Arthropods; pH was measured at 2.5 cm depth","Treatment",5.3,6.3,4.85,5.72,1.18867924528302,0.172842812839411,0.170667988178501,0.553915450951113,0.630625762514012
"Davidson_et_al_2004",2004,258,"258o",2000,2000,1,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Hymenoptera","Formicidae",NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,37,3,3.46,2,30,3,5.2,3,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",30,37,5.2,3.46,1.23333333333333,0.209720530982069,0.206170586442935,0.0129297405513622,0.0129841372052745
"Davidson_et_al_2004",2004,259,"259a",2000,2001,2,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Arachnida","Araneae",NA,NA,NA,NA,"Predator","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,25,3,13.86,8,21,3,1.73,1,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",21,25,1.73,13.86,1.19047619047619,0.174353387144778,0.224448843592246,0.104715327105064,0.109966206794425
"Davidson_et_al_2004",2004,259,"259c",2000,2001,2,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Collembola",NA,NA,NA,NA,NA,"Detritivore","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,42,3,41.57,24,28,3,15.59,9,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",28,42,15.59,41.57,1.5,0.405465108108164,0.517068157522375,0.429879653250189,0.488534022958365
"Davidson_et_al_2004",2004,259,"259d",2000,2001,2,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Coleoptera",NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,94,3,20.78,12,40,3,20.78,12,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",40,94,20.78,20.78,2.35,0.854415328156068,0.817580155962767,0.106249822280066,0.110428908374213
"Davidson_et_al_2004",2004,259,"259e",2000,2001,2,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Dermaptera",NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,0,3,0,0,0.3,3,0.52,0.3,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",0.3,0.0555555555555556,0.52,0.0174814434647393,0.185185185185185,-1.68639895357023,-2.17063724756798,1.03448637496746,1.53651361533964
"Davidson_et_al_2004",2004,259,"259f",2000,2001,2,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Diptera",NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,14,3,8.66,5,9,3,5.2,3,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",9,14,5.2,8.66,1.55555555555556,0.441832752279039,0.449966660904218,0.238819257579575,0.253144077496813
"Davidson_et_al_2004",2004,259,"259h",2000,2001,2,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Hymenoptera",NA,NA,NA,NA,"Unknown","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,0,3,0,0,0.3,3,0.52,0.3,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","Hymenoptera excluding all ants; pH was measured at 2.5 cm depth","Treatment",0.3,0.0555555555555556,0.52,0.0174814434647393,0.185185185185185,-1.68639895357023,-2.17063724756798,1.03448637496746,1.53651361533964
"Davidson_et_al_2004",2004,259,"259i",2000,2001,2,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Hemiptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,0.7,3,0.52,0.3,0,3,0,0,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",0.0555555555555556,0.7,0.0138715442700001,0.52,12.6,2.53369681395743,2.61527893708961,0.204726910198226,0.221860829952809
"Davidson_et_al_2004",2004,259,"259j",2000,2001,2,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,0.7,3,0.52,0.3,0,3,0,0,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",0.0555555555555556,0.7,0.0138715442700001,0.52,12.6,2.53369681395743,2.61527893708961,0.204726910198226,0.221860829952809
"Davidson_et_al_2004",2004,259,"259k",2000,2001,2,1,"South_America","Brazil","Fazenda_Vitoria-Para_State",-2.9833,-47.51667,270,"Arthropoda","Insecta","Orthoptera",NA,NA,NA,NA,"Herbivore","NO","NO",NA,"NO",NA,100,"Added","NH2CONH2",400,7,3,1.73,1,5,3,3.46,2,"FromSE","Pitfall traps","individuals/plot",3,3,NA,"Abandoned pasture with herbs, shrub and trees, evergreen forest","Abandoned pasture, grazed by cattle, accidental fires",NA,"1800","5.7",NA,NA,"Y","Y","Kathi",1,1,1,3,"Table 9","pH was measured at 2.5 cm depth","Treatment",5,7,3.46,1.73,1.4,0.336472236621213,0.266841501927335,0.179981197278912,0.192927944336408
